subscriber_id,region,device_type,plan_type,join_date,churn_date,monthly_revenue
S002748,Maharashtra,Smart TV,Premium,2024-04-21,2024-08-26,699
S002749,North India,Tablet,Basic,2024-09-06,,199
S002750,South India,Smart TV,Premium,2024-10-28,,699
S002751,North India,Laptop,Standard,2024-10-16,2024-12-13,399
S002752,Karnataka,Tablet,Standard,2024-04-19,,399
S002753,Maharashtra,Tablet,Basic,2024-06-25,,199
S002754,Maharashtra,Tablet,Basic,2024-05-02,,199
S002755,East India,Smart TV,Premium,2024-03-04,,699
S002756,West India,Laptop,Basic,2024-08-19,,199
S002757,Maharashtra,Mobile,Standard,2024-03-20,,399
S002758,Maharashtra,Desktop,Standard,2024-05-05,2024-06-25,399
S002759,Maharashtra,Smart TV,Standard,2024-11-29,,399
S002760,South India,Smart TV,Basic,2024-04-10,,199
S002761,West India,Laptop,Standard,2024-08-04,,399
S002762,East India,Smart TV,Standard,2024-03-17,,399
S002763,North India,Tablet,Basic,2024-07-18,,199
S002764,East India,Smart TV,Premium,2024-12-02,2025-05-01,699
S002765,East India,Smart TV,Standard,2024-11-03,,399
S002766,South India,Laptop,Basic,2024-07-19,,199
S002767,East India,Mobile,Premium,2024-05-13,,699
S002768,Maharashtra,Mobile,Basic,2024-11-28,2025-01-03,199
S002769,Karnataka,Mobile,Basic,2024-08-03,,199
S002770,West India,Smart TV,Basic,2024-07-06,,199
S002771,North India,Mobile,Basic,2024-06-04,,199
S002772,West India,Smart TV,Basic,2024-02-18,,199
S002773,Maharashtra,Tablet,Basic,2024-05-29,,199
S002774,West India,Laptop,Basic,2024-11-04,,199
S002775,East India,Mobile,Basic,2024-03-15,,199
S002776,West India,Mobile,Basic,2024-07-02,,199
S002777,Maharashtra,Mobile,Basic,2024-08-12,,199
S002778,East India,Laptop,Basic,2024-10-29,2025-03-28,199
S002779,Maharashtra,Smart TV,Basic,2024-01-22,,199
S002780,North India,Mobile,Standard,2024-10-23,,399
S002781,South India,Laptop,Standard,2024-06-24,,399
S002782,Karnataka,Mobile,Basic,2024-08-29,,199
S002783,North India,Mobile,Basic,2024-07-27,,199
S002784,West India,Smart TV,Premium,2024-10-22,,699
S002785,North India,Mobile,Basic,2024-04-29,,199
S002786,South India,Smart TV,Standard,2024-05-22,,399
S002787,North India,Smart TV,Basic,2024-04-08,,199
S002788,West India,Smart TV,Basic,2024-12-17,2025-06-08,199
S002789,West India,Mobile,Basic,2024-04-02,,199
S002790,South India,Mobile,Basic,2024-04-09,,199
S002791,Karnataka,Mobile,Standard,2024-06-06,,399
S002792,South India,Laptop,Standard,2024-11-22,,399
S002793,North India,Smart TV,Basic,2024-11-15,,199
S002794,Karnataka,Smart TV,Standard,2024-08-26,,399
S002795,Karnataka,Mobile,Basic,2024-07-20,,199
S002796,Karnataka,Smart TV,Standard,2024-06-05,,399
S002797,Karnataka,Laptop,Premium,2024-07-13,,699
S002798,North India,Desktop,Standard,2024-06-04,,399
S002799,North India,Smart TV,Standard,2024-01-20,,399
S002800,West India,Mobile,Standard,2024-06-15,,399
S002801,Maharashtra,Tablet,Basic,2024-01-21,,199
S002802,Karnataka,Laptop,Basic,2024-12-16,,199
S002803,East India,Mobile,Basic,2024-05-19,,199
S002804,Maharashtra,Laptop,Basic,2024-09-18,,199
S002805,North India,Mobile,Premium,2024-12-05,,699
S002806,South India,Smart TV,Basic,2024-08-05,,199
S002807,Karnataka,Mobile,Basic,2024-06-01,,199
S002808,East India,Laptop,Premium,2024-03-16,,699
S002809,East India,Smart TV,Standard,2024-08-12,,399
S002810,Maharashtra,Laptop,Basic,2024-02-15,,199
S002811,South India,Mobile,Basic,2024-07-22,,199
S002812,West India,Smart TV,Basic,2024-01-16,,199
S002813,Karnataka,Smart TV,Standard,2024-03-07,,399
S002814,West India,Desktop,Basic,2024-02-02,,199
S002815,East India,Laptop,Basic,2024-08-15,2024-10-07,199
S002816,Maharashtra,Mobile,Standard,2024-06-09,,399
S002817,North India,Mobile,Premium,2024-09-18,,699
S002818,Maharashtra,Smart TV,Standard,2024-10-14,,399
S002819,South India,Smart TV,Premium,2024-12-20,,699
S002820,South India,Mobile,Premium,2024-09-20,2024-11-07,699
S002821,East India,Smart TV,Standard,2024-11-12,,399
S002822,East India,Smart TV,Basic,2024-09-13,,199
S002823,East India,Tablet,Premium,2024-08-30,,699
S002824,South India,Smart TV,Basic,2024-03-08,2024-06-12,199
S002825,Maharashtra,Mobile,Basic,2024-04-24,,199
S002826,North India,Smart TV,Basic,2024-06-08,2024-09-18,199
S002827,West India,Mobile,Basic,2024-10-10,,199
S002828,South India,Mobile,Premium,2024-09-26,,699
S002829,Karnataka,Tablet,Basic,2024-02-10,,199
S002830,South India,Smart TV,Basic,2024-12-15,,199
S002831,South India,Mobile,Basic,2024-11-18,,199
S002832,Maharashtra,Smart TV,Standard,2024-04-27,,399
S002833,Maharashtra,Laptop,Basic,2024-02-01,,199
S002834,Maharashtra,Mobile,Basic,2024-06-03,,199
S002835,Maharashtra,Mobile,Standard,2024-05-20,,399
S002836,South India,Smart TV,Basic,2024-04-22,2024-09-16,199
S002837,Karnataka,Laptop,Basic,2024-03-26,,199
S002838,Maharashtra,Smart TV,Premium,2024-09-21,,699
S002839,North India,Smart TV,Basic,2024-02-27,,199
S002840,North India,Desktop,Premium,2024-12-24,,699
S002841,Maharashtra,Laptop,Premium,2024-08-30,,699
S002842,East India,Laptop,Basic,2024-03-15,,199
S002843,North India,Mobile,Basic,2024-08-26,,199
S002844,Karnataka,Mobile,Standard,2024-01-17,,399
S002845,South India,Desktop,Basic,2024-02-06,,199
S002846,North India,Smart TV,Basic,2024-10-23,,199
S002847,Karnataka,Smart TV,Basic,2024-02-22,,199
S002848,Maharashtra,Laptop,Basic,2024-02-14,,199
S002849,Karnataka,Mobile,Basic,2024-03-23,,199
S002850,South India,Laptop,Premium,2024-11-19,,699
S002851,West India,Smart TV,Basic,2024-10-30,,199
S002852,West India,Mobile,Basic,2024-08-07,,199
S002853,Maharashtra,Laptop,Basic,2024-03-20,,199
S002854,Karnataka,Laptop,Standard,2024-10-03,2024-11-12,399
S002855,Maharashtra,Mobile,Standard,2024-06-06,,399
S002856,East India,Mobile,Standard,2024-06-30,,399
S002857,Maharashtra,Mobile,Basic,2024-12-26,,199
S002858,West India,Tablet,Standard,2024-03-16,,399
S002859,South India,Mobile,Basic,2024-02-22,,199
S002860,West India,Tablet,Basic,2024-10-08,,199
S002861,West India,Mobile,Premium,2024-03-11,,699
S002862,East India,Smart TV,Basic,2024-08-01,2024-12-27,199
S002863,West India,Desktop,Standard,2024-10-02,,399
S002864,Maharashtra,Tablet,Premium,2024-11-28,,699
S002865,Karnataka,Smart TV,Basic,2024-09-18,,199
S002866,North India,Smart TV,Basic,2024-04-30,,199
S002867,Maharashtra,Laptop,Basic,2024-12-20,,199
S002868,East India,Tablet,Standard,2024-12-19,,399
S002869,Karnataka,Laptop,Standard,2024-12-21,,399
S002870,West India,Mobile,Premium,2024-12-01,,699
S002871,East India,Smart TV,Basic,2024-06-19,,199
S002872,Karnataka,Mobile,Basic,2024-08-01,,199
S002873,West India,Smart TV,Standard,2024-09-29,,399
S002874,Maharashtra,Tablet,Premium,2024-02-27,,699
S002875,Maharashtra,Tablet,Basic,2024-07-04,2024-12-09,199
S002876,Maharashtra,Laptop,Standard,2024-11-24,,399
S002877,West India,Laptop,Standard,2024-07-20,,399
S002878,East India,Desktop,Basic,2024-11-20,,199
S002879,Maharashtra,Laptop,Basic,2024-08-04,,199
S002880,South India,Mobile,Basic,2024-08-27,,199
S002881,Karnataka,Mobile,Premium,2024-05-23,,699
S002882,North India,Mobile,Basic,2024-04-22,,199
S002883,North India,Laptop,Standard,2024-10-07,,399
S002884,North India,Smart TV,Basic,2024-08-10,,199
S002885,South India,Smart TV,Standard,2024-05-19,,399
S002886,Karnataka,Mobile,Basic,2024-12-08,,199
S002887,West India,Mobile,Standard,2024-08-03,,399
S002888,East India,Mobile,Basic,2024-06-11,,199
S002889,South India,Mobile,Premium,2024-04-12,,699
S002890,South India,Tablet,Standard,2024-07-11,2024-12-28,399
S002891,West India,Tablet,Basic,2024-11-21,,199
S002892,West India,Mobile,Basic,2024-11-30,,199
S002893,Karnataka,Mobile,Basic,2024-09-15,2024-11-17,199
S002894,South India,Laptop,Standard,2024-04-13,,399
S002895,East India,Laptop,Basic,2024-04-26,2024-10-10,199
S002896,West India,Tablet,Premium,2024-03-15,,699
S002897,East India,Laptop,Standard,2024-01-09,,399
S002898,Maharashtra,Smart TV,Standard,2024-05-29,,399
S002899,South India,Smart TV,Standard,2024-06-05,,399
S002900,Maharashtra,Smart TV,Basic,2024-03-14,,199
S002901,East India,Laptop,Basic,2024-11-18,,199
S002902,South India,Mobile,Standard,2024-06-09,,399
S002903,North India,Mobile,Standard,2024-09-02,,399
S002904,East India,Mobile,Standard,2024-04-03,,399
S002905,South India,Mobile,Basic,2024-01-06,,199
S002906,West India,Smart TV,Standard,2024-11-01,,399
S002907,South India,Mobile,Basic,2024-08-03,,199
S002908,Maharashtra,Laptop,Standard,2024-03-07,,399
S002909,East India,Mobile,Basic,2024-07-27,,199
S002910,Karnataka,Mobile,Standard,2024-02-26,,399
S002911,North India,Mobile,Standard,2024-03-24,,399
S002912,South India,Mobile,Premium,2024-03-07,,699
S002913,Karnataka,Mobile,Premium,2024-06-16,,699
S002914,North India,Mobile,Premium,2024-09-30,,699
S002915,North India,Smart TV,Premium,2024-10-02,,699
S002916,South India,Tablet,Premium,2024-10-29,,699
S002917,West India,Smart TV,Standard,2024-09-28,,399
S002918,South India,Tablet,Basic,2024-02-13,2024-07-04,199
S002919,West India,Smart TV,Basic,2024-11-10,,199
S002920,South India,Mobile,Basic,2024-09-05,2024-10-12,199
S002921,East India,Smart TV,Basic,2024-08-29,,199
S002922,Maharashtra,Laptop,Standard,2024-02-21,,399
S002923,Maharashtra,Tablet,Basic,2024-09-11,,199
S002924,Karnataka,Tablet,Premium,2024-02-26,2024-06-01,699
S002925,North India,Smart TV,Basic,2024-08-19,,199
S002926,North India,Smart TV,Standard,2024-04-27,,399
S002927,Karnataka,Smart TV,Standard,2024-09-24,,399
S002928,East India,Mobile,Basic,2024-10-18,,199
S002929,East India,Laptop,Premium,2024-11-18,2025-04-06,699
S002930,East India,Desktop,Basic,2024-04-23,,199
S002931,North India,Smart TV,Premium,2024-07-17,,699
S002932,Karnataka,Desktop,Basic,2024-10-18,,199
S002933,Karnataka,Smart TV,Basic,2024-06-16,,199
S002934,Karnataka,Mobile,Standard,2024-06-05,,399
S002935,Maharashtra,Laptop,Basic,2024-08-19,,199
S002936,West India,Smart TV,Premium,2024-07-20,,699
S002937,West India,Mobile,Basic,2024-10-11,,199
S002938,Karnataka,Smart TV,Basic,2024-09-19,,199
S002939,East India,Laptop,Basic,2024-07-13,,199
S002940,Maharashtra,Smart TV,Standard,2024-05-30,,399
S002941,East India,Laptop,Standard,2024-12-09,,399
S002942,North India,Smart TV,Standard,2024-08-06,,399
S002943,West India,Smart TV,Basic,2024-03-29,,199
S002944,East India,Mobile,Basic,2024-04-09,2024-06-21,199
S002945,East India,Mobile,Basic,2024-06-17,2024-10-04,199
S002946,Karnataka,Laptop,Premium,2024-01-27,,699
S002947,South India,Laptop,Basic,2024-05-20,2024-10-10,199
S002948,North India,Desktop,Standard,2024-02-26,,399
S002949,South India,Smart TV,Premium,2024-12-12,,699
S002950,South India,Smart TV,Standard,2024-04-01,,399
S002951,East India,Mobile,Premium,2024-04-21,,699
S002952,West India,Smart TV,Standard,2024-12-23,2025-03-22,399
S002953,West India,Mobile,Premium,2024-10-19,,699
S002954,West India,Smart TV,Standard,2024-07-29,,399
S002955,North India,Tablet,Premium,2024-01-18,,699
S002956,Maharashtra,Mobile,Premium,2024-07-28,,699
S002957,East India,Laptop,Basic,2024-05-12,,199
S002958,Maharashtra,Smart TV,Basic,2024-09-03,,199
S002959,South India,Smart TV,Basic,2024-07-11,2024-10-04,199
S002960,South India,Smart TV,Premium,2024-06-07,,699
S002961,East India,Smart TV,Basic,2024-08-21,,199
S002962,East India,Mobile,Standard,2024-01-09,,399
S002963,East India,Smart TV,Basic,2024-09-22,,199
S002964,Maharashtra,Tablet,Basic,2024-11-21,,199
S002965,Karnataka,Mobile,Basic,2024-02-10,,199
S002966,South India,Mobile,Standard,2024-03-16,,399
S002967,North India,Smart TV,Standard,2024-01-24,2024-04-16,399
S002968,Karnataka,Tablet,Standard,2024-04-29,,399
S002969,East India,Smart TV,Basic,2024-09-18,2025-02-09,199
S002970,Karnataka,Smart TV,Basic,2024-03-13,2024-05-09,199
S002971,West India,Smart TV,Standard,2024-04-25,2024-06-27,399
S002972,East India,Laptop,Standard,2024-01-10,,399
S002973,North India,Smart TV,Basic,2024-04-16,2024-08-07,199
S002974,Karnataka,Tablet,Basic,2024-10-08,,199
S002975,Maharashtra,Mobile,Basic,2024-07-03,,199
S002976,Karnataka,Mobile,Standard,2024-04-04,,399
S002977,Karnataka,Smart TV,Standard,2024-04-20,,399
S002978,North India,Smart TV,Basic,2024-01-09,2024-04-26,199
S002979,North India,Laptop,Premium,2024-03-07,,699
S002980,Karnataka,Mobile,Standard,2024-06-12,,399
S002981,West India,Mobile,Basic,2024-06-18,,199
S002982,Maharashtra,Smart TV,Basic,2024-01-11,,199
S002983,South India,Mobile,Basic,2024-11-06,,199
S002984,East India,Tablet,Premium,2024-01-24,,699
S002985,Maharashtra,Mobile,Standard,2024-05-29,,399
S002986,West India,Mobile,Standard,2024-10-09,,399
S002987,North India,Tablet,Standard,2024-12-01,,399
S002988,East India,Laptop,Standard,2024-07-03,,399
S002989,East India,Mobile,Basic,2024-01-02,,199
S002990,Karnataka,Mobile,Standard,2024-05-24,,399
S002991,West India,Laptop,Standard,2024-01-31,2024-03-12,399
S002992,Maharashtra,Mobile,Premium,2024-03-31,,699
S002993,North India,Laptop,Standard,2024-11-19,,399
S002994,North India,Tablet,Standard,2024-04-06,2024-07-22,399
S002995,West India,Mobile,Standard,2024-02-23,2024-07-24,399
S002996,West India,Laptop,Standard,2024-02-08,,399
S002997,Maharashtra,Tablet,Basic,2024-11-16,,199
S002998,Maharashtra,Laptop,Standard,2024-07-27,,399
S002999,Maharashtra,Mobile,Basic,2024-01-13,,199
S003000,West India,Smart TV,Standard,2024-05-05,2024-07-22,399
S003001,West India,Mobile,Basic,2024-07-12,,199
S003002,West India,Mobile,Basic,2024-07-19,,199
S003003,Karnataka,Laptop,Premium,2024-06-27,,699
S003004,South India,Tablet,Basic,2024-01-04,2024-04-02,199
S003005,Karnataka,Mobile,Premium,2024-09-18,,699
S003006,West India,Tablet,Standard,2024-10-09,,399
S003007,Maharashtra,Mobile,Basic,2024-10-08,,199
S003008,East India,Mobile,Basic,2024-12-24,,199
S003009,East India,Mobile,Basic,2024-09-25,,199
S003010,Karnataka,Smart TV,Basic,2024-02-06,2024-03-30,199
S003011,South India,Mobile,Standard,2024-02-22,,399
S003012,South India,Smart TV,Standard,2024-09-12,2025-01-25,399
S003013,North India,Smart TV,Standard,2024-11-09,2025-03-11,399
S003014,West India,Mobile,Basic,2024-10-15,,199
S003015,East India,Mobile,Basic,2024-08-10,,199
S003016,Karnataka,Tablet,Basic,2024-03-01,,199
S003017,Maharashtra,Mobile,Premium,2024-12-21,,699
S003018,East India,Mobile,Premium,2024-04-05,,699
S003019,West India,Tablet,Basic,2024-04-05,,199
S003020,Maharashtra,Mobile,Basic,2024-03-05,,199
S003021,Maharashtra,Smart TV,Basic,2024-01-28,,199
S003022,Karnataka,Mobile,Basic,2024-10-14,,199
S003023,Maharashtra,Mobile,Standard,2024-07-23,,399
S003024,South India,Laptop,Basic,2024-04-30,,199
S003025,North India,Smart TV,Basic,2024-04-23,,199
S003026,Maharashtra,Laptop,Standard,2024-10-24,,399
S003027,South India,Smart TV,Basic,2024-08-02,,199
S003028,South India,Tablet,Standard,2024-04-07,,399
S003029,Karnataka,Mobile,Standard,2024-01-23,,399
S003030,North India,Tablet,Basic,2024-02-01,,199
S003031,Karnataka,Desktop,Premium,2024-06-25,,699
S003032,East India,Mobile,Basic,2024-09-18,,199
S003033,South India,Mobile,Standard,2024-04-03,,399
S003034,Maharashtra,Laptop,Standard,2024-05-08,,399
S003035,South India,Mobile,Premium,2024-11-18,2025-01-17,699
S003036,East India,Smart TV,Premium,2024-07-09,,699
S003037,North India,Smart TV,Basic,2024-08-12,,199
S003038,North India,Desktop,Premium,2024-02-15,,699
S003039,South India,Smart TV,Standard,2024-10-27,2025-01-30,399
S003040,Karnataka,Laptop,Basic,2024-03-07,,199
S003041,Karnataka,Desktop,Basic,2024-04-21,,199
S003042,West India,Laptop,Basic,2024-04-21,,199
S003043,Karnataka,Mobile,Premium,2024-12-21,,699
S003044,West India,Tablet,Basic,2024-11-02,,199
S003045,East India,Mobile,Basic,2024-05-15,,199
S003046,South India,Smart TV,Standard,2024-10-18,,399
S003047,East India,Mobile,Standard,2024-01-01,2024-01-31,399
S003048,West India,Laptop,Basic,2024-12-12,,199
S003049,South India,Mobile,Basic,2024-07-18,2024-09-27,199
S003050,West India,Mobile,Standard,2024-12-20,,399
S003051,South India,Tablet,Basic,2024-05-26,2024-08-11,199
S003052,North India,Laptop,Basic,2024-11-10,,199
S003053,North India,Desktop,Basic,2024-01-10,2024-06-20,199
S003054,Karnataka,Smart TV,Basic,2024-10-11,,199
S003055,Karnataka,Laptop,Premium,2024-02-11,,699
S003056,North India,Smart TV,Basic,2024-08-07,,199
S003057,West India,Smart TV,Basic,2024-05-27,,199
S003058,Maharashtra,Mobile,Basic,2024-04-28,2024-06-25,199
S003059,East India,Mobile,Basic,2024-10-14,,199
S003060,West India,Laptop,Basic,2024-02-24,2024-05-19,199
S003061,North India,Mobile,Premium,2024-12-30,,699
S003062,North India,Smart TV,Premium,2024-04-22,2024-06-10,699
S003063,East India,Mobile,Premium,2024-08-13,,699
S003064,South India,Mobile,Premium,2024-12-12,,699
S003065,South India,Mobile,Basic,2024-08-12,2024-12-28,199
S003066,Karnataka,Laptop,Premium,2024-02-27,2024-07-01,699
S003067,Karnataka,Desktop,Premium,2024-04-30,,699
S003068,South India,Laptop,Basic,2024-06-30,,199
S003069,South India,Mobile,Basic,2024-02-20,2024-06-15,199
S003070,South India,Smart TV,Standard,2024-12-17,,399
S003071,Karnataka,Smart TV,Premium,2024-07-12,,699
S003072,North India,Mobile,Standard,2024-09-09,,399
S003073,West India,Desktop,Premium,2024-08-07,,699
S003074,West India,Mobile,Basic,2024-01-12,,199
S003075,Maharashtra,Mobile,Standard,2024-04-17,2024-06-22,399
S003076,South India,Smart TV,Premium,2024-10-29,,699
S003077,West India,Tablet,Basic,2024-12-12,,199
S003078,Karnataka,Laptop,Standard,2024-01-01,2024-04-04,399
S003079,Karnataka,Smart TV,Standard,2024-11-17,,399
S003080,East India,Mobile,Basic,2024-10-22,,199
S003081,North India,Mobile,Basic,2024-02-10,,199
S003082,West India,Smart TV,Premium,2024-11-14,,699
S003083,Karnataka,Smart TV,Premium,2024-01-05,,699
S003084,Karnataka,Mobile,Basic,2024-01-24,2024-07-16,199
S003085,West India,Mobile,Premium,2024-09-08,,699
S003086,Karnataka,Mobile,Basic,2024-02-07,,199
S003087,Maharashtra,Desktop,Basic,2024-10-18,,199
S003088,Maharashtra,Laptop,Premium,2024-07-03,,699
S003089,Maharashtra,Mobile,Premium,2024-01-15,,699
S003090,South India,Laptop,Standard,2024-07-05,,399
S003091,North India,Mobile,Basic,2024-07-14,,199
S003092,North India,Smart TV,Basic,2024-11-24,,199
S003093,South India,Laptop,Standard,2024-01-17,,399
S003094,South India,Laptop,Premium,2024-06-27,,699
S003095,Maharashtra,Mobile,Basic,2024-08-11,,199
S003096,Karnataka,Smart TV,Standard,2024-07-21,,399
S003097,Maharashtra,Laptop,Basic,2024-03-09,,199
S003098,South India,Laptop,Premium,2024-11-26,2025-01-28,699
S003099,West India,Mobile,Standard,2024-08-24,,399
S003100,East India,Laptop,Premium,2024-04-16,,699
S003101,West India,Tablet,Basic,2024-06-15,,199
S003102,Maharashtra,Laptop,Basic,2024-11-09,2025-02-04,199
S003103,Karnataka,Laptop,Premium,2024-03-04,2024-07-24,699
S003104,South India,Mobile,Basic,2024-01-26,,199
S003105,West India,Laptop,Premium,2024-10-15,,699
S003106,East India,Mobile,Premium,2024-10-05,,699
S003107,North India,Smart TV,Standard,2024-09-21,,399
S003108,Maharashtra,Smart TV,Premium,2024-03-08,,699
S003109,West India,Mobile,Basic,2024-11-16,,199
S003110,West India,Mobile,Premium,2024-11-22,,699
S003111,Maharashtra,Tablet,Basic,2024-03-05,2024-04-25,199
S003112,West India,Smart TV,Basic,2024-12-15,,199
S003113,West India,Mobile,Basic,2024-09-11,,199
S003114,Maharashtra,Laptop,Premium,2024-12-03,2025-05-11,699
S003115,North India,Smart TV,Basic,2024-11-05,,199
S003116,Maharashtra,Mobile,Standard,2024-01-26,,399
S003117,North India,Smart TV,Basic,2024-08-12,,199
S003118,Maharashtra,Smart TV,Premium,2024-07-28,2025-01-15,699
S003119,East India,Laptop,Premium,2024-11-17,,699
S003120,Karnataka,Smart TV,Basic,2024-01-06,,199
S003121,Maharashtra,Tablet,Basic,2024-01-21,2024-05-23,199
S003122,West India,Mobile,Basic,2024-11-15,,199
S003123,East India,Mobile,Basic,2024-04-13,,199
S003124,North India,Mobile,Basic,2024-07-02,,199
